image_id,angle,speed,filepath,angle_bin,speed_bin,pair_freq,sample_weight
153,0.4375,1.0,data/training_data/training_data/153.png,0.438,1.0,898,0.0011135857461024498
154,0.4375,1.0,data/training_data/training_data/154.png,0.438,1.0,898,0.0011135857461024498
155,0.5,0.0,data/training_data/training_data/155.png,0.5,0.0,1275,0.000784313725490196
156,0.8125,1.0,data/training_data/training_data/156.png,0.812,1.0,1176,0.0008503401360544217
157,0.5,0.0,data/training_data/training_data/157.png,0.5,0.0,1275,0.000784313725490196
158,0.125,1.0,data/training_data/training_data/158.png,0.125,1.0,748,0.001336898395721925
159,0.5625,1.0,data/training_data/training_data/159.png,0.562,1.0,1445,0.0006920415224913495
160,0.875,1.0,data/training_data/training_data/160.png,0.875,1.0,363,0.0027548209366391185
161,0.5,1.0,data/training_data/training_data/161.png,0.5,1.0,2145,0.0004662004662004662
162,0.5625,1.0,data/training_data/training_data/162.png,0.562,1.0,1445,0.0006920415224913495
164,0.3125,1.0,data/training_data/training_data/164.png,0.312,1.0,220,0.004545454545454545
165,0.75,1.0,data/training_data/training_data/165.png,0.75,1.0,1173,0.0008525149190110827
166,0.75,1.0,data/training_data/training_data/166.png,0.75,1.0,1173,0.0008525149190110827
167,0.75,0.0,data/training_data/training_data/167.png,0.75,0.0,233,0.004291845493562232
168,0.5625,1.0,data/training_data/training_data/168.png,0.562,1.0,1445,0.0006920415224913495
169,0.75,1.0,data/training_data/training_data/169.png,0.75,1.0,1173,0.0008525149190110827
170,0.5,1.0,data/training_data/training_data/170.png,0.5,1.0,2145,0.0004662004662004662
171,0.4375,1.0,data/training_data/training_data/171.png,0.438,1.0,898,0.0011135857461024498
172,0.375,1.0,data/training_data/training_data/172.png,0.375,1.0,290,0.0034482758620689655
173,0.4375,1.0,data/training_data/training_data/173.png,0.438,1.0,898,0.0011135857461024498
174,0.5625,1.0,data/training_data/training_data/174.png,0.562,1.0,1445,0.0006920415224913495
175,0.4375,1.0,data/training_data/training_data/175.png,0.438,1.0,898,0.0011135857461024498
176,0.5,0.0,data/training_data/training_data/176.png,0.5,0.0,1275,0.000784313725490196
177,0.6875,1.0,data/training_data/training_data/177.png,0.688,1.0,844,0.001184834123222749
178,0.8125,1.0,data/training_data/training_data/178.png,0.812,1.0,1176,0.0008503401360544217
179,0.4375,1.0,data/training_data/training_data/179.png,0.438,1.0,898,0.0011135857461024498
180,0.9375,1.0,data/training_data/training_data/180.png,0.938,1.0,101,0.009900990099009901
181,0.5,0.0,data/training_data/training_data/181.png,0.5,0.0,1275,0.000784313725490196
182,0.5,1.0,data/training_data/training_data/182.png,0.5,1.0,2145,0.0004662004662004662
183,0.3125,1.0,data/training_data/training_data/183.png,0.312,1.0,220,0.004545454545454545
184,0.5625,1.0,data/training_data/training_data/184.png,0.562,1.0,1445,0.0006920415224913495
185,0.5,1.0,data/training_data/training_data/185.png,0.5,1.0,2145,0.0004662004662004662
186,0.5625,1.0,data/training_data/training_data/186.png,0.562,1.0,1445,0.0006920415224913495
187,0.5,1.0,data/training_data/training_data/187.png,0.5,1.0,2145,0.0004662004662004662
188,0.6875,1.0,data/training_data/training_data/188.png,0.688,1.0,844,0.001184834123222749
189,0.6875,1.0,data/training_data/training_data/189.png,0.688,1.0,844,0.001184834123222749
190,0.5,1.0,data/training_data/training_data/190.png,0.5,1.0,2145,0.0004662004662004662
191,0.5625,1.0,data/training_data/training_data/191.png,0.562,1.0,1445,0.0006920415224913495
192,0.5,0.0,data/training_data/training_data/192.png,0.5,0.0,1275,0.000784313725490196
193,0.125,1.0,data/training_data/training_data/193.png,0.125,1.0,748,0.001336898395721925
194,0.5625,0.0,data/training_data/training_data/194.png,0.562,0.0,313,0.003194888178913738
195,0.625,1.0,data/training_data/training_data/195.png,0.625,1.0,736,0.001358695652173913
196,0.4375,1.0,data/training_data/training_data/196.png,0.438,1.0,898,0.0011135857461024498
197,0.5,1.0,data/training_data/training_data/197.png,0.5,1.0,2145,0.0004662004662004662
198,0.5,0.0,data/training_data/training_data/198.png,0.5,0.0,1275,0.000784313725490196
199,0.75,0.0,data/training_data/training_data/199.png,0.75,0.0,233,0.004291845493562232
200,0.0,1.0,data/training_data/training_data/200.png,0.0,1.0,83,0.012048192771084338
201,0.375,1.0,data/training_data/training_data/201.png,0.375,1.0,290,0.0034482758620689655
202,0.5,1.0,data/training_data/training_data/202.png,0.5,1.0,2145,0.0004662004662004662
203,0.0625,1.0,data/training_data/training_data/203.png,0.062,1.0,337,0.002967359050445104
204,0.75,1.0,data/training_data/training_data/204.png,0.75,1.0,1173,0.0008525149190110827
205,0.9375,1.0,data/training_data/training_data/205.png,0.938,1.0,101,0.009900990099009901
206,0.6875,1.0,data/training_data/training_data/206.png,0.688,1.0,844,0.001184834123222749
207,0.5625,1.0,data/training_data/training_data/207.png,0.562,1.0,1445,0.0006920415224913495
208,0.125,1.0,data/training_data/training_data/208.png,0.125,1.0,748,0.001336898395721925
209,0.5,0.0,data/training_data/training_data/209.png,0.5,0.0,1275,0.000784313725490196
210,0.1875,1.0,data/training_data/training_data/210.png,0.188,1.0,503,0.0019880715705765406
211,0.6875,1.0,data/training_data/training_data/211.png,0.688,1.0,844,0.001184834123222749
212,0.8125,1.0,data/training_data/training_data/212.png,0.812,1.0,1176,0.0008503401360544217
213,1.0,0.0,data/training_data/training_data/213.png,1.0,0.0,66,0.015151515151515152
214,0.625,1.0,data/training_data/training_data/214.png,0.625,1.0,736,0.001358695652173913
215,0.5,1.0,data/training_data/training_data/215.png,0.5,1.0,2145,0.0004662004662004662
216,0.5,1.0,data/training_data/training_data/216.png,0.5,1.0,2145,0.0004662004662004662
217,0.8125,1.0,data/training_data/training_data/217.png,0.812,1.0,1176,0.0008503401360544217
218,0.125,1.0,data/training_data/training_data/218.png,0.125,1.0,748,0.001336898395721925
219,0.6875,1.0,data/training_data/training_data/219.png,0.688,1.0,844,0.001184834123222749
220,0.5625,1.0,data/training_data/training_data/220.png,0.562,1.0,1445,0.0006920415224913495
221,0.8125,1.0,data/training_data/training_data/221.png,0.812,1.0,1176,0.0008503401360544217
222,0.5625,1.0,data/training_data/training_data/222.png,0.562,1.0,1445,0.0006920415224913495
223,0.1875,1.0,data/training_data/training_data/223.png,0.188,1.0,503,0.0019880715705765406
224,0.5625,1.0,data/training_data/training_data/224.png,0.562,1.0,1445,0.0006920415224913495
225,0.5,1.0,data/training_data/training_data/225.png,0.5,1.0,2145,0.0004662004662004662
226,0.5625,1.0,data/training_data/training_data/226.png,0.562,1.0,1445,0.0006920415224913495
227,0.5,1.0,data/training_data/training_data/227.png,0.5,1.0,2145,0.0004662004662004662
228,0.5,0.0,data/training_data/training_data/228.png,0.5,0.0,1275,0.000784313725490196
229,0.8125,1.0,data/training_data/training_data/229.png,0.812,1.0,1176,0.0008503401360544217
230,0.75,1.0,data/training_data/training_data/230.png,0.75,1.0,1173,0.0008525149190110827
231,0.5625,1.0,data/training_data/training_data/231.png,0.562,1.0,1445,0.0006920415224913495
232,0.5,0.0,data/training_data/training_data/232.png,0.5,0.0,1275,0.000784313725490196
233,0.75,0.0,data/training_data/training_data/233.png,0.75,0.0,233,0.004291845493562232
234,0.0,1.0,data/training_data/training_data/234.png,0.0,1.0,83,0.012048192771084338
235,0.5,0.0,data/training_data/training_data/235.png,0.5,0.0,1275,0.000784313725490196
236,0.0,0.0,data/training_data/training_data/236.png,0.0,0.0,49,0.02040816326530612
237,0.5,0.0,data/training_data/training_data/237.png,0.5,0.0,1275,0.000784313725490196
238,0.5,0.0,data/training_data/training_data/238.png,0.5,0.0,1275,0.000784313725490196
239,0.4375,1.0,data/training_data/training_data/239.png,0.438,1.0,898,0.0011135857461024498
240,0.75,1.0,data/training_data/training_data/240.png,0.75,1.0,1173,0.0008525149190110827
241,0.125,1.0,data/training_data/training_data/241.png,0.125,1.0,748,0.001336898395721925
242,0.4375,1.0,data/training_data/training_data/242.png,0.438,1.0,898,0.0011135857461024498
243,0.0,1.0,data/training_data/training_data/243.png,0.0,1.0,83,0.012048192771084338
244,0.5,0.0,data/training_data/training_data/244.png,0.5,0.0,1275,0.000784313725490196
245,0.1875,1.0,data/training_data/training_data/245.png,0.188,1.0,503,0.0019880715705765406
246,0.625,1.0,data/training_data/training_data/246.png,0.625,1.0,736,0.001358695652173913
247,0.75,1.0,data/training_data/training_data/247.png,0.75,1.0,1173,0.0008525149190110827
248,0.875,1.0,data/training_data/training_data/248.png,0.875,1.0,363,0.0027548209366391185
249,0.5,0.0,data/training_data/training_data/249.png,0.5,0.0,1275,0.000784313725490196
250,0.6875,1.0,data/training_data/training_data/250.png,0.688,1.0,844,0.001184834123222749
251,0.5,1.0,data/training_data/training_data/251.png,0.5,1.0,2145,0.0004662004662004662
252,0.375,0.0,data/training_data/training_data/252.png,0.375,0.0,56,0.017857142857142856
253,0.6875,1.0,data/training_data/training_data/253.png,0.688,1.0,844,0.001184834123222749
254,0.5,1.0,data/training_data/training_data/254.png,0.5,1.0,2145,0.0004662004662004662
255,0.4375,1.0,data/training_data/training_data/255.png,0.438,1.0,898,0.0011135857461024498
256,0.375,1.0,data/training_data/training_data/256.png,0.375,1.0,290,0.0034482758620689655
257,0.8125,1.0,data/training_data/training_data/257.png,0.812,1.0,1176,0.0008503401360544217
258,0.9375,1.0,data/training_data/training_data/258.png,0.938,1.0,101,0.009900990099009901
259,0.5625,1.0,data/training_data/training_data/259.png,0.562,1.0,1445,0.0006920415224913495
260,0.6875,0.0,data/training_data/training_data/260.png,0.688,0.0,179,0.00558659217877095
261,0.5,1.0,data/training_data/training_data/261.png,0.5,1.0,2145,0.0004662004662004662
262,0.3125,0.0,data/training_data/training_data/262.png,0.312,0.0,28,0.03571428571428571
263,0.875,1.0,data/training_data/training_data/263.png,0.875,1.0,363,0.0027548209366391185
264,0.8125,1.0,data/training_data/training_data/264.png,0.812,1.0,1176,0.0008503401360544217
265,0.8125,1.0,data/training_data/training_data/265.png,0.812,1.0,1176,0.0008503401360544217
266,0.0625,1.0,data/training_data/training_data/266.png,0.062,1.0,337,0.002967359050445104
267,0.6875,1.0,data/training_data/training_data/267.png,0.688,1.0,844,0.001184834123222749
268,0.4375,1.0,data/training_data/training_data/268.png,0.438,1.0,898,0.0011135857461024498
269,0.4375,1.0,data/training_data/training_data/269.png,0.438,1.0,898,0.0011135857461024498
270,0.625,1.0,data/training_data/training_data/270.png,0.625,1.0,736,0.001358695652173913
271,0.8125,1.0,data/training_data/training_data/271.png,0.812,1.0,1176,0.0008503401360544217
272,0.5,1.0,data/training_data/training_data/272.png,0.5,1.0,2145,0.0004662004662004662
273,0.5,0.0,data/training_data/training_data/273.png,0.5,0.0,1275,0.000784313725490196
274,0.5,1.0,data/training_data/training_data/274.png,0.5,1.0,2145,0.0004662004662004662
275,0.75,1.0,data/training_data/training_data/275.png,0.75,1.0,1173,0.0008525149190110827
276,0.4375,1.0,data/training_data/training_data/276.png,0.438,1.0,898,0.0011135857461024498
277,0.8125,1.0,data/training_data/training_data/277.png,0.812,1.0,1176,0.0008503401360544217
278,0.3125,1.0,data/training_data/training_data/278.png,0.312,1.0,220,0.004545454545454545
279,0.1875,1.0,data/training_data/training_data/279.png,0.188,1.0,503,0.0019880715705765406
280,0.5625,1.0,data/training_data/training_data/280.png,0.562,1.0,1445,0.0006920415224913495
281,0.1875,1.0,data/training_data/training_data/281.png,0.188,1.0,503,0.0019880715705765406
282,0.6875,1.0,data/training_data/training_data/282.png,0.688,1.0,844,0.001184834123222749
283,1.0,0.0,data/training_data/training_data/283.png,1.0,0.0,66,0.015151515151515152
284,0.5,1.0,data/training_data/training_data/284.png,0.5,1.0,2145,0.0004662004662004662
285,0.75,1.0,data/training_data/training_data/285.png,0.75,1.0,1173,0.0008525149190110827
286,0.375,1.0,data/training_data/training_data/286.png,0.375,1.0,290,0.0034482758620689655
287,1.0,1.0,data/training_data/training_data/287.png,1.0,1.0,87,0.011494252873563218
288,0.0625,1.0,data/training_data/training_data/288.png,0.062,1.0,337,0.002967359050445104
289,0.4375,1.0,data/training_data/training_data/289.png,0.438,1.0,898,0.0011135857461024498
290,0.125,1.0,data/training_data/training_data/290.png,0.125,1.0,748,0.001336898395721925
291,0.75,0.0,data/training_data/training_data/291.png,0.75,0.0,233,0.004291845493562232
292,0.5,0.0,data/training_data/training_data/292.png,0.5,0.0,1275,0.000784313725490196
293,0.1875,1.0,data/training_data/training_data/293.png,0.188,1.0,503,0.0019880715705765406
294,0.0625,1.0,data/training_data/training_data/294.png,0.062,1.0,337,0.002967359050445104
295,0.5,0.0,data/training_data/training_data/295.png,0.5,0.0,1275,0.000784313725490196
296,0.4375,1.0,data/training_data/training_data/296.png,0.438,1.0,898,0.0011135857461024498
297,0.5,1.0,data/training_data/training_data/297.png,0.5,1.0,2145,0.0004662004662004662
298,0.5625,1.0,data/training_data/training_data/298.png,0.562,1.0,1445,0.0006920415224913495
299,0.75,1.0,data/training_data/training_data/299.png,0.75,1.0,1173,0.0008525149190110827
300,0.0,1.0,data/training_data/training_data/300.png,0.0,1.0,83,0.012048192771084338
301,0.8125,1.0,data/training_data/training_data/301.png,0.812,1.0,1176,0.0008503401360544217
302,0.5,1.0,data/training_data/training_data/302.png,0.5,1.0,2145,0.0004662004662004662
303,0.8125,1.0,data/training_data/training_data/303.png,0.812,1.0,1176,0.0008503401360544217
304,0.75,1.0,data/training_data/training_data/304.png,0.75,1.0,1173,0.0008525149190110827
305,0.5625,1.0,data/training_data/training_data/305.png,0.562,1.0,1445,0.0006920415224913495
306,0.875,0.0,data/training_data/training_data/306.png,0.875,0.0,166,0.006024096385542169
307,0.5,1.0,data/training_data/training_data/307.png,0.5,1.0,2145,0.0004662004662004662
308,0.6875,1.0,data/training_data/training_data/308.png,0.688,1.0,844,0.001184834123222749
309,0.5,1.0,data/training_data/training_data/309.png,0.5,1.0,2145,0.0004662004662004662
310,0.75,0.0,data/training_data/training_data/310.png,0.75,0.0,233,0.004291845493562232
311,0.1875,0.0,data/training_data/training_data/311.png,0.188,0.0,38,0.02631578947368421
312,0.5,0.0,data/training_data/training_data/312.png,0.5,0.0,1275,0.000784313725490196
313,0.5,1.0,data/training_data/training_data/313.png,0.5,1.0,2145,0.0004662004662004662
314,0.8125,1.0,data/training_data/training_data/314.png,0.812,1.0,1176,0.0008503401360544217
315,0.6875,1.0,data/training_data/training_data/315.png,0.688,1.0,844,0.001184834123222749
316,0.75,1.0,data/training_data/training_data/316.png,0.75,1.0,1173,0.0008525149190110827
317,0.75,1.0,data/training_data/training_data/317.png,0.75,1.0,1173,0.0008525149190110827
318,0.5,1.0,data/training_data/training_data/318.png,0.5,1.0,2145,0.0004662004662004662
319,0.9375,1.0,data/training_data/training_data/319.png,0.938,1.0,101,0.009900990099009901
