image_location,split,is_duplicate,duplicate_of
data/training_data/training_data/10098.png,train,False,
data/training_data/training_data/10099.png,train,False,
data/training_data/training_data/101.png,train,False,
data/training_data/training_data/1010.png,train,False,
data/training_data/training_data/10100.png,train,False,
data/training_data/training_data/10101.png,train,False,
data/training_data/training_data/10102.png,train,False,
data/training_data/training_data/10103.png,train,False,
data/training_data/training_data/10104.png,train,False,
data/training_data/training_data/10105.png,train,False,
data/training_data/training_data/10106.png,train,False,
data/training_data/training_data/10107.png,train,False,
data/training_data/training_data/10108.png,train,False,
data/training_data/training_data/10109.png,train,False,
data/training_data/training_data/1011.png,train,False,
data/training_data/training_data/10110.png,train,False,
data/training_data/training_data/10111.png,train,False,
data/training_data/training_data/10112.png,train,False,
data/training_data/training_data/10113.png,train,False,
data/training_data/training_data/10114.png,train,False,
data/training_data/training_data/10115.png,train,False,
data/training_data/training_data/10116.png,train,False,
data/training_data/training_data/10117.png,train,False,
data/training_data/training_data/10118.png,train,False,
data/training_data/training_data/10119.png,train,False,
data/training_data/training_data/1012.png,train,False,
data/training_data/training_data/10120.png,train,False,
data/training_data/training_data/10121.png,train,False,
data/training_data/training_data/10122.png,train,False,
data/training_data/training_data/10123.png,train,False,
data/training_data/training_data/10124.png,train,False,
data/training_data/training_data/10125.png,train,False,
data/training_data/training_data/10126.png,train,False,
data/training_data/training_data/10127.png,train,False,
data/training_data/training_data/10128.png,train,False,
data/training_data/training_data/10129.png,train,False,
data/training_data/training_data/1013.png,train,False,
data/training_data/training_data/10130.png,train,False,
data/training_data/training_data/10131.png,train,False,
data/training_data/training_data/10132.png,train,False,
data/training_data/training_data/10133.png,train,False,
data/training_data/training_data/10134.png,train,False,
data/training_data/training_data/10135.png,train,False,
data/training_data/training_data/10136.png,train,False,
data/training_data/training_data/10137.png,train,False,
data/training_data/training_data/10138.png,train,False,
data/training_data/training_data/10139.png,train,False,
data/training_data/training_data/1014.png,train,False,
data/training_data/training_data/10140.png,train,False,
data/training_data/training_data/10141.png,train,False,
data/training_data/training_data/10142.png,train,False,
data/training_data/training_data/10143.png,train,False,
data/training_data/training_data/10144.png,train,False,
data/training_data/training_data/10145.png,train,False,
data/training_data/training_data/10147.png,train,False,
data/training_data/training_data/10148.png,train,False,
data/training_data/training_data/10149.png,train,False,
data/training_data/training_data/1015.png,train,False,
data/training_data/training_data/10150.png,train,False,
data/training_data/training_data/10151.png,train,False,
data/training_data/training_data/10152.png,train,False,
data/training_data/training_data/10153.png,train,False,
data/training_data/training_data/10154.png,train,False,
data/training_data/training_data/10155.png,train,False,
data/training_data/training_data/10156.png,train,False,
data/training_data/training_data/10157.png,train,False,
data/training_data/training_data/10158.png,train,False,
data/training_data/training_data/10159.png,train,False,
data/training_data/training_data/1016.png,train,False,
data/training_data/training_data/10160.png,train,False,
data/training_data/training_data/10161.png,train,False,
data/training_data/training_data/10162.png,train,False,
data/training_data/training_data/10163.png,train,False,
data/training_data/training_data/10164.png,train,False,
data/training_data/training_data/10165.png,train,False,
data/training_data/training_data/10166.png,train,False,
data/training_data/training_data/10167.png,train,False,
data/training_data/training_data/10168.png,train,False,
data/training_data/training_data/10169.png,train,False,
data/training_data/training_data/1017.png,train,False,
data/training_data/training_data/10170.png,train,False,
data/training_data/training_data/10171.png,train,False,
data/training_data/training_data/10172.png,train,False,
data/training_data/training_data/10173.png,train,False,
data/training_data/training_data/10174.png,train,False,
data/training_data/training_data/10175.png,train,False,
data/training_data/training_data/10176.png,train,False,
data/training_data/training_data/10177.png,train,False,
data/training_data/training_data/10178.png,train,False,
data/training_data/training_data/10179.png,train,False,
data/training_data/training_data/1018.png,train,False,
data/training_data/training_data/10180.png,train,False,
data/training_data/training_data/10181.png,train,False,
data/training_data/training_data/10182.png,train,False,
data/training_data/training_data/10183.png,train,False,
data/training_data/training_data/10184.png,train,False,
data/training_data/training_data/10185.png,train,False,
data/training_data/training_data/10186.png,train,False,
data/training_data/training_data/10187.png,train,False,
data/training_data/training_data/10188.png,train,False,
data/training_data/training_data/10189.png,train,False,
data/training_data/training_data/1019.png,train,False,
data/training_data/training_data/10190.png,train,False,
data/training_data/training_data/10191.png,train,False,
data/training_data/training_data/10192.png,train,False,
data/training_data/training_data/10193.png,train,False,
data/training_data/training_data/10194.png,train,False,
data/training_data/training_data/10195.png,train,False,
data/training_data/training_data/10196.png,train,False,
data/training_data/training_data/10197.png,train,False,
data/training_data/training_data/10198.png,train,False,
data/training_data/training_data/10199.png,train,False,
data/training_data/training_data/102.png,train,False,
data/training_data/training_data/1020.png,train,False,
data/training_data/training_data/10200.png,train,False,
data/training_data/training_data/10201.png,train,False,
data/training_data/training_data/10202.png,train,False,
data/training_data/training_data/10203.png,train,False,
data/training_data/training_data/10204.png,train,False,
data/training_data/training_data/10205.png,train,False,
data/training_data/training_data/10206.png,train,False,
data/training_data/training_data/10207.png,train,False,
data/training_data/training_data/10208.png,train,False,
data/training_data/training_data/10209.png,train,False,
data/training_data/training_data/1021.png,train,False,
data/training_data/training_data/10210.png,train,False,
data/training_data/training_data/10211.png,train,False,
data/training_data/training_data/10212.png,train,False,
data/training_data/training_data/10213.png,train,False,
data/training_data/training_data/10214.png,train,False,
data/training_data/training_data/10215.png,train,False,
data/training_data/training_data/10216.png,train,False,
data/training_data/training_data/10217.png,train,False,
data/training_data/training_data/10218.png,train,False,
data/training_data/training_data/10219.png,train,False,
data/training_data/training_data/1022.png,train,False,
data/training_data/training_data/10220.png,train,False,
data/training_data/training_data/10221.png,train,False,
data/training_data/training_data/10222.png,train,False,
data/training_data/training_data/10223.png,train,False,
data/training_data/training_data/10224.png,train,False,
data/training_data/training_data/10225.png,train,False,
data/training_data/training_data/10226.png,train,False,
data/training_data/training_data/10227.png,train,False,
data/training_data/training_data/10228.png,train,False,
data/training_data/training_data/10229.png,train,False,
data/training_data/training_data/1023.png,train,False,
data/training_data/training_data/10230.png,train,False,
data/training_data/training_data/10231.png,train,False,
data/training_data/training_data/10232.png,train,False,
data/training_data/training_data/10233.png,train,False,
data/training_data/training_data/10234.png,train,False,
data/training_data/training_data/10235.png,train,False,
data/training_data/training_data/10236.png,train,False,
data/training_data/training_data/10237.png,train,False,
data/training_data/training_data/10238.png,train,False,
data/training_data/training_data/10239.png,train,False,
data/training_data/training_data/1024.png,train,False,
data/training_data/training_data/10240.png,train,False,
data/training_data/training_data/10241.png,train,False,
data/training_data/training_data/10242.png,train,False,
data/training_data/training_data/10243.png,train,False,
data/training_data/training_data/10244.png,train,False,
data/training_data/training_data/10245.png,train,False,
data/training_data/training_data/10246.png,train,False,
data/training_data/training_data/10247.png,train,False,
data/training_data/training_data/10248.png,train,False,
data/training_data/training_data/10249.png,train,False,
data/training_data/training_data/1025.png,train,False,
data/training_data/training_data/10250.png,train,False,
data/training_data/training_data/10251.png,train,False,
data/training_data/training_data/10252.png,train,False,
data/training_data/training_data/10253.png,train,False,
data/training_data/training_data/10254.png,train,False,
data/training_data/training_data/10255.png,train,False,
data/training_data/training_data/10256.png,train,False,
data/training_data/training_data/10257.png,train,False,
data/training_data/training_data/10258.png,train,False,
data/training_data/training_data/10259.png,train,False,
data/training_data/training_data/1026.png,train,False,
data/training_data/training_data/10260.png,train,False,
data/training_data/training_data/10261.png,train,False,
data/training_data/training_data/10262.png,train,False,
data/training_data/training_data/10263.png,train,False,
data/training_data/training_data/10264.png,train,False,
data/training_data/training_data/10265.png,train,False,
data/training_data/training_data/10266.png,train,False,
data/training_data/training_data/10267.png,train,False,
data/training_data/training_data/10268.png,train,False,
data/training_data/training_data/10269.png,train,False,
data/training_data/training_data/1027.png,train,False,
data/training_data/training_data/10270.png,train,False,
data/training_data/training_data/10271.png,train,False,
data/training_data/training_data/10272.png,train,False,
data/training_data/training_data/10273.png,train,False,
data/training_data/training_data/10274.png,train,False,
data/training_data/training_data/10275.png,train,False,
data/training_data/training_data/10276.png,train,False,
data/training_data/training_data/10277.png,train,False,
data/training_data/training_data/10278.png,train,False,
data/training_data/training_data/10279.png,train,False,
data/training_data/training_data/1028.png,train,False,
data/training_data/training_data/10280.png,train,False,
data/training_data/training_data/10281.png,train,False,
data/training_data/training_data/10282.png,train,False,
data/training_data/training_data/10283.png,train,False,
data/training_data/training_data/10284.png,train,False,
data/training_data/training_data/10285.png,train,False,
data/training_data/training_data/10286.png,train,False,
data/training_data/training_data/10287.png,train,False,
data/training_data/training_data/10288.png,train,False,
data/training_data/training_data/10289.png,train,False,
data/training_data/training_data/1029.png,train,False,
data/training_data/training_data/10290.png,train,False,
data/training_data/training_data/10291.png,train,False,
data/training_data/training_data/10292.png,train,False,
data/training_data/training_data/10293.png,train,False,
data/training_data/training_data/10294.png,train,False,
data/training_data/training_data/10295.png,train,False,
data/training_data/training_data/10296.png,train,False,
data/training_data/training_data/10297.png,train,False,
data/training_data/training_data/10298.png,train,False,
data/training_data/training_data/10299.png,train,False,
data/training_data/training_data/103.png,train,False,
data/training_data/training_data/1030.png,train,False,
data/training_data/training_data/10300.png,train,False,
data/training_data/training_data/10301.png,train,False,
data/training_data/training_data/10302.png,train,False,
data/training_data/training_data/10303.png,train,False,
data/training_data/training_data/10304.png,train,False,
data/training_data/training_data/10305.png,train,False,
data/training_data/training_data/10306.png,train,False,
data/training_data/training_data/10307.png,train,False,
data/training_data/training_data/10308.png,train,False,
data/training_data/training_data/10309.png,train,False,
data/training_data/training_data/1031.png,train,False,
data/training_data/training_data/10310.png,train,False,
data/training_data/training_data/10311.png,train,False,
data/training_data/training_data/10312.png,train,False,
data/training_data/training_data/10313.png,train,False,
data/training_data/training_data/10314.png,train,False,
data/training_data/training_data/10315.png,train,False,
data/training_data/training_data/10316.png,train,False,
data/training_data/training_data/10317.png,train,False,
data/training_data/training_data/10318.png,train,False,
data/training_data/training_data/10319.png,train,False,
data/training_data/training_data/1032.png,train,False,
data/training_data/training_data/10320.png,train,False,
data/training_data/training_data/10321.png,train,False,
data/training_data/training_data/10322.png,train,False,
data/training_data/training_data/10323.png,train,False,
data/training_data/training_data/10324.png,train,False,
data/training_data/training_data/10325.png,train,False,
data/training_data/training_data/10326.png,train,False,
data/training_data/training_data/10327.png,train,False,
data/training_data/training_data/10328.png,train,False,
data/training_data/training_data/10329.png,train,False,
data/training_data/training_data/1033.png,train,False,
data/training_data/training_data/10330.png,train,False,
data/training_data/training_data/10331.png,train,False,
data/training_data/training_data/10332.png,train,False,
data/training_data/training_data/10333.png,train,False,
data/training_data/training_data/10334.png,train,False,
data/training_data/training_data/10335.png,train,False,
data/training_data/training_data/10336.png,train,False,
data/training_data/training_data/10337.png,train,False,
data/training_data/training_data/10338.png,train,False,
data/training_data/training_data/10339.png,train,False,
data/training_data/training_data/1034.png,train,False,
data/training_data/training_data/10340.png,train,False,
data/training_data/training_data/10341.png,train,False,
data/training_data/training_data/10342.png,train,False,
data/training_data/training_data/10343.png,train,False,
data/training_data/training_data/10344.png,train,False,
data/training_data/training_data/10345.png,train,False,
data/training_data/training_data/10346.png,train,False,
data/training_data/training_data/10347.png,train,False,
data/training_data/training_data/10348.png,train,False,
data/training_data/training_data/10349.png,train,False,
data/training_data/training_data/1035.png,train,False,
data/training_data/training_data/10350.png,train,False,
data/training_data/training_data/10351.png,train,False,
data/training_data/training_data/10352.png,train,False,
data/training_data/training_data/10353.png,train,False,
data/training_data/training_data/10354.png,train,False,
data/training_data/training_data/10355.png,train,False,
data/training_data/training_data/10356.png,train,False,
data/training_data/training_data/10357.png,train,False,
data/training_data/training_data/10358.png,train,False,
data/training_data/training_data/10359.png,train,False,
data/training_data/training_data/1036.png,train,False,
data/training_data/training_data/10360.png,train,False,
data/training_data/training_data/10361.png,train,False,
data/training_data/training_data/10362.png,train,False,
data/training_data/training_data/10363.png,train,False,
data/training_data/training_data/10364.png,train,False,
data/training_data/training_data/10365.png,train,False,
data/training_data/training_data/10366.png,train,False,
data/training_data/training_data/10367.png,train,False,
data/training_data/training_data/10368.png,train,False,
data/training_data/training_data/10369.png,train,False,
data/training_data/training_data/1037.png,train,False,
data/training_data/training_data/10370.png,train,False,
data/training_data/training_data/10371.png,train,False,
data/training_data/training_data/10372.png,train,False,
data/training_data/training_data/10373.png,train,False,
data/training_data/training_data/10374.png,train,False,
data/training_data/training_data/10375.png,train,False,
data/training_data/training_data/10376.png,train,False,
data/training_data/training_data/10377.png,train,False,
data/training_data/training_data/10378.png,train,False,
data/training_data/training_data/10379.png,train,False,
data/training_data/training_data/1038.png,train,False,
data/training_data/training_data/10380.png,train,False,
data/training_data/training_data/10381.png,train,False,
data/training_data/training_data/10382.png,train,False,
data/training_data/training_data/10383.png,train,False,
data/training_data/training_data/10384.png,train,False,
data/training_data/training_data/10385.png,train,False,
data/training_data/training_data/10386.png,train,False,
data/training_data/training_data/10387.png,train,False,
data/training_data/training_data/10388.png,train,False,
data/training_data/training_data/10389.png,train,False,
data/training_data/training_data/1039.png,train,False,
data/training_data/training_data/10390.png,train,False,
data/training_data/training_data/10391.png,train,False,
data/training_data/training_data/10392.png,train,False,
data/training_data/training_data/10393.png,train,False,
data/training_data/training_data/10394.png,train,False,
data/training_data/training_data/10395.png,train,False,
data/training_data/training_data/10396.png,train,False,
data/training_data/training_data/10397.png,train,False,
data/training_data/training_data/10398.png,train,False,
data/training_data/training_data/10399.png,train,False,
data/training_data/training_data/104.png,train,False,
data/training_data/training_data/1040.png,train,False,
data/training_data/training_data/10400.png,train,False,
data/training_data/training_data/10401.png,train,False,
data/training_data/training_data/10402.png,train,False,
data/training_data/training_data/10403.png,train,False,
data/training_data/training_data/10404.png,train,False,
data/training_data/training_data/10405.png,train,False,
data/training_data/training_data/10406.png,train,False,
data/training_data/training_data/10407.png,train,False,
data/training_data/training_data/10408.png,train,False,
data/training_data/training_data/10409.png,train,False,
data/training_data/training_data/1041.png,train,False,
data/training_data/training_data/10410.png,train,False,
data/training_data/training_data/10411.png,train,False,
data/training_data/training_data/10412.png,train,False,
data/training_data/training_data/10413.png,train,False,
data/training_data/training_data/10414.png,train,False,
data/training_data/training_data/10415.png,train,False,
data/training_data/training_data/10416.png,train,False,
data/training_data/training_data/10417.png,train,False,
data/training_data/training_data/10418.png,train,False,
data/training_data/training_data/10419.png,train,False,
data/training_data/training_data/1042.png,train,False,
data/training_data/training_data/10420.png,train,False,
data/training_data/training_data/10421.png,train,False,
data/training_data/training_data/10422.png,train,False,
data/training_data/training_data/10423.png,train,False,
data/training_data/training_data/10424.png,train,False,
data/training_data/training_data/10425.png,train,False,
data/training_data/training_data/10426.png,train,False,
data/training_data/training_data/10427.png,train,False,
data/training_data/training_data/10428.png,train,False,
data/training_data/training_data/10429.png,train,False,
data/training_data/training_data/1043.png,train,False,
data/training_data/training_data/10430.png,train,False,
data/training_data/training_data/10431.png,train,False,
data/training_data/training_data/10432.png,train,False,
data/training_data/training_data/10433.png,train,False,
data/training_data/training_data/10434.png,train,False,
data/training_data/training_data/10435.png,train,False,
data/training_data/training_data/10436.png,train,False,
data/training_data/training_data/10437.png,train,False,
data/training_data/training_data/10438.png,train,False,
data/training_data/training_data/10439.png,train,False,
data/training_data/training_data/1044.png,train,False,
data/training_data/training_data/10440.png,train,False,
data/training_data/training_data/10441.png,train,False,
data/training_data/training_data/10442.png,train,False,
data/training_data/training_data/10443.png,train,False,
data/training_data/training_data/10444.png,train,False,
data/training_data/training_data/10445.png,train,False,
data/training_data/training_data/10446.png,train,False,
data/training_data/training_data/10447.png,train,False,
data/training_data/training_data/10448.png,train,False,
data/training_data/training_data/10449.png,train,False,
data/training_data/training_data/1045.png,train,False,
data/training_data/training_data/10450.png,train,False,
data/training_data/training_data/10451.png,train,False,
data/training_data/training_data/10452.png,train,False,
data/training_data/training_data/10453.png,train,False,
data/training_data/training_data/10454.png,train,False,
data/training_data/training_data/10455.png,train,False,
data/training_data/training_data/10456.png,train,False,
data/training_data/training_data/10457.png,train,False,
data/training_data/training_data/10458.png,train,False,
data/training_data/training_data/10459.png,train,False,
data/training_data/training_data/1046.png,train,False,
data/training_data/training_data/10460.png,train,False,
data/training_data/training_data/10461.png,train,False,
data/training_data/training_data/10462.png,train,False,
data/training_data/training_data/10463.png,train,False,
data/training_data/training_data/10464.png,train,False,
data/training_data/training_data/10465.png,train,False,
data/training_data/training_data/10466.png,train,False,
data/training_data/training_data/10467.png,train,False,
data/training_data/training_data/10468.png,train,False,
data/training_data/training_data/10469.png,train,False,
data/training_data/training_data/1047.png,train,False,
data/training_data/training_data/10470.png,train,False,
data/training_data/training_data/10471.png,train,False,
data/training_data/training_data/10472.png,train,False,
data/training_data/training_data/10473.png,train,False,
data/training_data/training_data/10474.png,train,False,
data/training_data/training_data/10475.png,train,False,
data/training_data/training_data/10476.png,train,False,
data/training_data/training_data/10477.png,train,False,
data/training_data/training_data/10478.png,train,False,
data/training_data/training_data/10479.png,train,False,
data/training_data/training_data/1048.png,train,False,
data/training_data/training_data/10480.png,train,False,
data/training_data/training_data/10481.png,train,False,
data/training_data/training_data/10482.png,train,False,
data/training_data/training_data/10483.png,train,False,
data/training_data/training_data/10484.png,train,False,
data/training_data/training_data/10485.png,train,False,
data/training_data/training_data/10486.png,train,False,
data/training_data/training_data/10487.png,train,False,
data/training_data/training_data/10488.png,train,False,
data/training_data/training_data/10489.png,train,False,
data/training_data/training_data/1049.png,train,False,
data/training_data/training_data/10490.png,train,False,
data/training_data/training_data/10491.png,train,False,
data/training_data/training_data/10492.png,train,False,
data/training_data/training_data/10493.png,train,False,
data/training_data/training_data/10494.png,train,False,
data/training_data/training_data/10495.png,train,False,
data/training_data/training_data/10496.png,train,False,
data/training_data/training_data/10497.png,train,False,
data/training_data/training_data/10498.png,train,False,
data/training_data/training_data/10499.png,train,False,
data/training_data/training_data/105.png,train,False,
data/training_data/training_data/1050.png,train,False,
data/training_data/training_data/10500.png,train,False,
data/training_data/training_data/10501.png,train,False,
data/training_data/training_data/10502.png,train,False,
data/training_data/training_data/10503.png,train,False,
data/training_data/training_data/10504.png,train,False,
data/training_data/training_data/10505.png,train,False,
data/training_data/training_data/10506.png,train,False,
data/training_data/training_data/10507.png,train,False,
data/training_data/training_data/10508.png,train,False,
data/training_data/training_data/10509.png,train,False,
data/training_data/training_data/1051.png,train,False,
data/training_data/training_data/10510.png,train,False,
data/training_data/training_data/10511.png,train,False,
data/training_data/training_data/10512.png,train,False,
data/training_data/training_data/10513.png,train,False,
data/training_data/training_data/10514.png,train,False,
data/training_data/training_data/10515.png,train,False,
data/training_data/training_data/10516.png,train,False,
data/training_data/training_data/10517.png,train,False,
data/training_data/training_data/10518.png,train,False,
data/training_data/training_data/10519.png,train,False,
data/training_data/training_data/1052.png,train,False,
data/training_data/training_data/10520.png,train,False,
data/training_data/training_data/10521.png,train,False,
data/training_data/training_data/10522.png,train,False,
data/training_data/training_data/10523.png,train,False,
data/training_data/training_data/10524.png,train,False,
data/training_data/training_data/10525.png,train,False,
data/training_data/training_data/10526.png,train,False,
data/training_data/training_data/10527.png,train,False,
data/training_data/training_data/10528.png,train,False,
data/training_data/training_data/10529.png,train,False,
data/training_data/training_data/1053.png,train,False,
data/training_data/training_data/10530.png,train,False,
data/training_data/training_data/10531.png,train,False,
data/training_data/training_data/10532.png,train,False,
data/training_data/training_data/10533.png,train,False,
data/training_data/training_data/10534.png,train,False,
data/training_data/training_data/10535.png,train,False,
data/training_data/training_data/10536.png,train,False,
data/training_data/training_data/10537.png,train,False,
data/training_data/training_data/10538.png,train,False,
data/training_data/training_data/10539.png,train,False,
data/training_data/training_data/1054.png,train,False,
data/training_data/training_data/10540.png,train,False,
data/training_data/training_data/10541.png,train,False,
data/training_data/training_data/10542.png,train,False,
data/training_data/training_data/10543.png,train,False,
data/training_data/training_data/10544.png,train,False,
data/training_data/training_data/10545.png,train,False,
data/training_data/training_data/10546.png,train,False,
data/training_data/training_data/10547.png,train,False,
data/training_data/training_data/10548.png,train,False,
data/training_data/training_data/10549.png,train,False,
data/training_data/training_data/1055.png,train,False,
data/training_data/training_data/10550.png,train,False,
data/training_data/training_data/10551.png,train,False,
data/training_data/training_data/10552.png,train,False,
data/training_data/training_data/10553.png,train,False,
data/training_data/training_data/10554.png,train,False,
data/training_data/training_data/10555.png,train,False,
data/training_data/training_data/10556.png,train,False,
data/training_data/training_data/10557.png,train,False,
data/training_data/training_data/10558.png,train,False,
data/training_data/training_data/10559.png,train,False,
data/training_data/training_data/1056.png,train,False,
data/training_data/training_data/10560.png,train,False,
data/training_data/training_data/10561.png,train,False,
data/training_data/training_data/10562.png,train,False,
data/training_data/training_data/10563.png,train,False,
data/training_data/training_data/10564.png,train,False,
data/training_data/training_data/10565.png,train,False,
data/training_data/training_data/10566.png,train,False,
data/training_data/training_data/10567.png,train,False,
data/training_data/training_data/10568.png,train,False,
data/training_data/training_data/10569.png,train,False,
data/training_data/training_data/1057.png,train,False,
data/training_data/training_data/10570.png,train,False,
data/training_data/training_data/10571.png,train,False,
data/training_data/training_data/10572.png,train,False,
data/training_data/training_data/10573.png,train,False,
data/training_data/training_data/10574.png,train,False,
data/training_data/training_data/10575.png,train,False,
data/training_data/training_data/10576.png,train,False,
data/training_data/training_data/10577.png,train,False,
data/training_data/training_data/10578.png,train,False,
data/training_data/training_data/10579.png,train,False,
data/training_data/training_data/1058.png,train,False,
data/training_data/training_data/10580.png,train,False,
data/training_data/training_data/10581.png,train,False,
data/training_data/training_data/10582.png,train,False,
data/training_data/training_data/10583.png,train,False,
data/training_data/training_data/10584.png,train,False,
data/training_data/training_data/10585.png,train,False,
data/training_data/training_data/10586.png,train,False,
data/training_data/training_data/10587.png,train,False,
data/training_data/training_data/10588.png,train,False,
data/training_data/training_data/10589.png,train,False,
data/training_data/training_data/1059.png,train,False,
data/training_data/training_data/10590.png,train,False,
data/training_data/training_data/10591.png,train,False,
data/training_data/training_data/10592.png,train,False,
data/training_data/training_data/10593.png,train,False,
data/training_data/training_data/10594.png,train,False,
data/training_data/training_data/10595.png,train,False,
data/training_data/training_data/10596.png,train,False,
data/training_data/training_data/10597.png,train,False,
data/training_data/training_data/10598.png,train,False,
data/training_data/training_data/10599.png,train,False,
data/training_data/training_data/106.png,train,False,
data/training_data/training_data/1060.png,train,False,
data/training_data/training_data/10600.png,train,False,
data/training_data/training_data/10601.png,train,False,
data/training_data/training_data/10602.png,train,False,
data/training_data/training_data/10603.png,train,False,
data/training_data/training_data/10604.png,train,False,
data/training_data/training_data/10605.png,train,False,
data/training_data/training_data/10606.png,train,False,
data/training_data/training_data/10607.png,train,False,
data/training_data/training_data/10608.png,train,False,
data/training_data/training_data/10609.png,train,False,
data/training_data/training_data/1061.png,train,False,
data/training_data/training_data/10610.png,train,False,
data/training_data/training_data/10611.png,train,False,
data/training_data/training_data/10612.png,train,False,
data/training_data/training_data/10613.png,train,False,
data/training_data/training_data/10614.png,train,False,
data/training_data/training_data/10615.png,train,False,
data/training_data/training_data/10616.png,train,False,
data/training_data/training_data/10617.png,train,False,
data/training_data/training_data/10618.png,train,False,
data/training_data/training_data/10619.png,train,False,
data/training_data/training_data/1062.png,train,False,
data/training_data/training_data/10620.png,train,False,
data/training_data/training_data/10621.png,train,False,
data/training_data/training_data/10622.png,train,False,
data/training_data/training_data/10623.png,train,False,
data/training_data/training_data/10624.png,train,False,
data/training_data/training_data/10625.png,train,False,
data/training_data/training_data/10626.png,train,False,
